,Left,Right,Center
982,"http://www.cnn.com/2013/09/20/politics/debt-ceiling-republicans/index.html?hpt=po_c1
http://www.washingtonpost.com/politics/house-passes-gop-spending-plan-that-defunds-obamacare/2013/09/20/4019117c-21fe-11e3-b73c-aab60bf735d0_story.html",http://www.washingtontimes.com/news/2013/sep/21/obama-gop-trying-plunge-country-back-recession/,
983,http://www.washingtonpost.com/politics/sen-cruz-continues-night-long-attack-on-obamacare/2013/09/25/5ea2f6ae-25ae-11e3-b75d-5b7f66349852_story.html,http://www.foxnews.com/politics/2013/09/25/cruz-vows-to-speak-against-obamacare-until-unable-to-stand-as-vote-looms/,http://online.wsj.com/article/SB10001424052702304213904579095632738384164.html?mod=WSJ_WSJ_US_News_4
984,"http://www.nytimes.com/2013/09/19/us/politics/house-gop-to-tie-spending-bill-to-health-law-defunding.html?hp=
http://www.cnn.com/2013/09/17/politics/congress-shutdown/index.html?iid=article_sidebar",http://www.foxnews.com/politics/2013/09/18/gop-goes-all-in-on-de-fund-obamacare-as-shutdown-looms/,
985,http://www.huffingtonpost.com/2013/10/01/government-shutdown-congress_n_4022046.html,http://www.foxnews.com/politics/2013/10/01/partial-shutdown-begins-can-congress-white-house-compromise/,http://www.npr.org/blogs/thetwo-way/2013/10/01/228046160/no-end-in-sight-as-government-shutdown-begins
986,"http://www.washingtonpost.com/politics/washington-braces-for-the-first-shutdown-of-the-national-government-in-17-years/2013/09/30/977ebca2-29bd-11e3-97a3-ff2758228523_story.html
http://www.cnn.com/2013/09/30/opinion/zelizer-budget-shutdown/index.html?hpt=op_t1",http://townhall.com/tipsheet/danieldoherty/2013/09/30/surprise-most-americans-would-blame-gop-for-government-shutdown-n1713155,
987,http://www.washingtonpost.com/politics/federal_government/central-figure-in-irs-tea-party-controversy-resigns/2013/09/23/db0d3d28-248a-11e3-b75d-5b7f66349852_story.html,http://www.washingtontimes.com/news/2013/sep/23/lois-lerner-irs-official-tea-party-scandal-retires/,http://www.csmonitor.com/USA/DC-Decoder/2013/0923/Why-retirement-of-Lois-Lerner-doesn-t-end-IRS-tea-party-scandal-video
988,"http://www.huffingtonpost.com/2013/09/22/ted-cruz-obamacare_n_3971685.html?utm_hp_ref=ted-cruz
http://www.politico.com/story/2013/09/ted-cruz-scrambles-to-salvage-strategy-97184.html?hp=t1_3",http://www.washingtontimes.com/news/2013/sep/22/sen-ted-cruz-shutdown-would-be-fault-obama-reid/,
989,"http://www.washingtonpost.com/business/economy/house-republicans-explore-strategy-to-avoid-federal-government-shutdown/2013/09/25/80c9d576-2618-11e3-b75d-5b7f66349852_story.html?hpid=z1
http://www.cnn.com/2013/09/26/politics/analysis-shutdown-chances/index.html?hpt=po_c1",http://www.cnsnews.com/news/article/susan-jones/boehner-obama-well-tie-important-spending-cuts-debt-limit-increase,
990,http://www.huffingtonpost.com/2013/09/27/obamacare-starts_n_3992907.html,http://www.foxnews.com/politics/2013/09/27/despite-administration-assurances-some-rates-may-soar-under-obamacare/,http://online.wsj.com/article/SB10001424127887323446404579009131789721034.html?mod=WSJ_hps_LEFTTopStories
991,"http://www.nytimes.com/2013/10/03/us/politics/congress-budget-battle.html?ref=politics&_r=0
http://www.politico.com/politico44/2013/10/white-house-obama-would-veto-piecemeal-funding-bills-174032.html?hp=lh_b1",http://www.foxnews.com/politics/2013/10/02/waiting-game-pols-brace-for-prolonged-stalemate-amid-partial-govt-suspension/,
992,http://www.nytimes.com/2013/10/03/us/politics/reid-pushing-tough-strategy-in-showdown-with-gop.html?ref=politics,http://www.washingtontimes.com/news/2013/oct/2/boehner-says-obama-still-wont-negotiate-government/,http://www.csmonitor.com/USA/Politics/2013/1002/Government-shutdown-White-House-meeting-with-lawmakers-goes-nowhere
993,"http://www.cnn.com/2013/10/07/politics/shutdown-showdown/index.html?hpt=hp_t1
http://www.salon.com/2013/10/07/governments_work_stacking_up_a_week_into_shutdown/",http://www.foxnews.com/politics/2013/10/07/slimdown-standoff-enters-second-week-as-upcoming-debt-limit-looms-larger/,
994,http://www.huffingtonpost.com/2013/09/23/parent-arrested-at-school-meeting-robert-small-maryland-video_n_3975658.html?utm_hp_ref=politics,http://www.theblaze.com/stories/2013/09/23/charges-dropped-against-dad-who-was-arrested-after-speaking-out-against-common-core-at-public-meeting/,"http://www.baltimoresun.com/news/maryland/education/blog/bs-md-co-common-core-arrest-20130920,0,7127220.story"
995,"http://www.nytimes.com/2013/09/25/us/politics/obama-iran-syria.html
http://www.cnn.com/2013/09/24/world/un-general-assembly-tuesday/index.html",http://www.washingtontimes.com/news/2013/sep/24/obama-challenges-united-nations-action-syria/,
996,"http://www.huffingtonpost.com/2013/10/05/government-shutdown-back-pay_n_4049377.html?utm_hp_ref=politics
http://politicalticker.blogs.cnn.com/2013/10/05/house-votes-to-give-furloughed-federal-workers-back-pay/",http://www.washingtontimes.com/news/2013/oct/5/house-approves-retroactive-pay-furloughed-governme/,
997,"http://www.salon.com/2013/10/08/conservatives_oppose_a_hypothetical_debt_ceiling_deal/
http://www.politico.com/story/2013/10/democrats-debt-limit-fight-97955.html?hp=t3_3",http://townhall.com/tipsheet/conncarroll/2013/10/08/what-should-gop-ask-for-in-exchange-for-repealing-debt-limit-n1719370,
998,"http://www.huffingtonpost.com/2013/09/27/house-republicans-government-shutdown_n_4005823.html?utm_hp_ref=politics
http://www.cnn.com/2013/09/28/politics/shutdown-showdown/index.html?hpt=po_c1",http://www.washingtontimes.com/news/2013/sep/28/obama-extreme-faction-gop-risks-govt-shutdown-over/,
999,"http://www.cnn.com/2013/10/02/politics/government-shutdown/index.html
http://www.washingtonpost.com/politics/obama-cancels-part-of-asia-trip-washington-braces-for-prolonged-budget-battle/2013/10/02/e035be98-2b4b-11e3-8ade-a1f23cda135e_story.html",http://townhall.com/news/politics-elections/2013/10/02/govt-shutdown-no-progress-on-ending-stalemate-n1714892,
1000,"http://www.cnn.com/2013/09/30/politics/cnn-poll-shutdown-blame/index.html?hpt=po_c1
http://www.nytimes.com/2013/10/01/us/politics/congress-shutdown-debate.html?ref=politics&_r=0",http://www.newsmax.com/Newsfront/cruz-reid-obamacare/2013/09/29/id/528238,
1001,"http://www.washingtonpost.com/business/economy/boehner-white-house-harden-stances-as-shutdown-continues-potential-default-nears/2013/10/06/d32d3132-2eab-11e3-9ccc-2252bdb14df5_story.html
http://politicalticker.blogs.cnn.com/2013/10/07/white-house-gives-inch-in-battle-over-debt-ceiling/",http://townhall.com/tipsheet/conncarroll/2013/10/07/how-obama-will-exploit-the-debt-limit-n1718752,
1002,"http://www.huffingtonpost.com/2013/10/06/jack-lew-debt-ceiling_n_4053356.html?utm_hp_ref=politics
http://politicalticker.blogs.cnn.com/2013/10/06/cruz-use-debt-ceiling-debate-for-leverage/",http://www.foxnews.com/politics/2013/10/06/lew-sticks-with-catastrophic-warnings-about-debt-ceiling-but-short-on-specifics/,
1003,"http://www.washingtonpost.com/local/miriam-carey-believed-to-be-driver-shot-near-us-capitol-lived-with-daughter-in-conn/2013/10/04/2794cc24-2ce7-11e3-8ade-a1f23cda135e_story.html?hpid=z1
http://www.cnn.com/2013/10/04/opinion/weinblatt-capitol-shooting/index.html?hpt=op_t1",http://www.theblaze.com/stories/2013/10/04/woman-behind-capitol-car-chase-and-shot-dead-by-police-identified-as-a-34-year-old-dental-hygenist-who-suffered-from-post-partum-depression/,
1004,"http://america.aljazeera.com/watch/shows/real-money-with-alivelshi/Real-Money-Blog/2013/10/1/affordable-care-actgoeslivewithafewsnags.html
http://www.nytimes.com/2013/10/02/us/health-insurance-marketplaces-open.html",http://www.foxnews.com/politics/2013/09/30/obamacare-glitch-watch-delay-in-launch-spanish-language-sites/,
1005,"http://www.washingtonpost.com/blogs/federal-eye/wp/2013/10/09/military-death-gratuities-on-hold-until-end-of-shutdown/
http://www.cnn.com/2013/10/09/politics/shutdown-showdown/index.html?hpt=hp_t1",http://www.foxnews.com/politics/2013/10/09/military-foundation-offers-to-cover-military-death-benefits-amid-outrage-over/,
1006,"http://www.nytimes.com/2013/10/10/business/economy/for-yellen-a-focus-on-reducing-unemployment.html?hp=&_r=0
http://www.bloomberg.com/news/2013-10-09/obama-says-yellen-committed-to-fed-s-dual-economic-mandate.html",,http://online.wsj.com/news/articles/SB10001424052702304066404579125660534802836?mod=Politics_and_Policy_newsreel_1
1007,"http://www.politico.com/story/2013/10/shots-fired-capitol-hill-97808.html?hp=t1
http://www.huffingtonpost.com/2013/10/03/capitol-shooting_n_4038921.html?utm_hp_ref=politics",http://www.foxnews.com/politics/2013/10/03/us-capitol-in-lockdown-reports-shots-fired/,
1008,"http://www.washingtonpost.com/politics/lew-tells-senate-panel-debt-default-would-force-perilous-choices-on-economy/2013/10/10/5c1f648c-31a5-11e3-9c68-1cf643210300_story.html?hpid=z1
http://www.cnn.com/2013/10/10/politics/shutdown-showdown/index.html?hpt=hp_t1",http://townhall.com/tipsheet/katiepavlich/2013/10/10/obama-to-meet-with-house-republicans-at-the-white-house-n1720698,
1009,,,
1010,"http://www.nytimes.com/2013/10/12/us/politics/budget-and-debt-limit-debate.html?hp=&_r=0
http://www.cnn.com/2013/10/11/politics/shutdown-showdown/index.html?hpt=po_c1",http://www.washingtontimes.com/news/2013/oct/10/white-house-obama-will-consider-signing-gops-6-wee/,
1011,http://www.nytimes.com/2013/10/13/us/politics/budget-and-debt-limit-debate.html,http://www.foxnews.com/politics/2013/10/11/can-lawmakers-find-middle-ground/,http://online.wsj.com/news/articles/SB10001424052702303382004579131272746516790?mod=WSJ_Election_LEFTTopStories
1012,http://www.washingtonpost.com/politics/lew-tells-senate-panel-debt-default-would-force-perilous-choices-on-economy/2013/10/10/5c1f648c-31a5-11e3-9c68-1cf643210300_story.html,http://www.foxnews.com/politics/2013/10/10/boehner-pitches-short-term-debt-ceiling-hike-ahead-white-house-meeting/,http://www.npr.org/blogs/thetwo-way/2013/10/10/231446056/boehner-proposes-deal-on-debt-ceiling-more-talk-on-shutdown
1013,"http://www.washingtonpost.com/blogs/post-politics/wp/2013/10/13/reid-we-are-in-conversation-today/
http://www.cnn.com/2013/10/14/politics/shutdown-showdown/index.html?hpt=po_c1",http://www.washingtontimes.com/news/2013/oct/13/lots-of-talk-little-action-on-debt-deal-in-congres/,
1014,http://www.huffingtonpost.com/2013/10/14/senate-spending-stalemate_n_4095254.html,http://www.foxnews.com/politics/2013/10/14/republicans-accuse-dems-overplaying-hand-as-budget-debate-shifts-to-sequester/,http://online.wsj.com/news/articles/SB10001424052702304106704579133413166676506
1015,"http://www.washingtonpost.com/politics/gop-lawmakers-to-meet-in-house-senate-details-of-senate-plan-being-finalized/2013/10/15/ab65e082-358f-11e3-be86-6aeaa439845b_story.html?hpid=z1
http://www.cnn.com/2013/10/15/politics/shutdown-showdown/index.html?hpt=hp_t1",http://www.foxnews.com/politics/2013/10/15/house-gop-floats-plan-to-address-debt-ceiling-government-funding-in-response-to/,
1016,"http://www.huffingtonpost.com/2013/10/15/senate-budget-negotiation_n_4103029.html
http://www.politico.com/story/2013/10/warring-gop-factions-sink-john-boehner-plan-government-shutdown-debt-ceiling-98375.html?hp=t3_3",http://www.washingtontimes.com/news/2013/oct/15/house-conservatives-sabotage-boehner-plan-to-end-s/,
1017,"http://www.cnn.com/2013/10/12/politics/shutdown-showdown/index.html?hpt=po_c1
http://www.washingtonpost.com/politics/boehner-tells-house-gop-negotiations-have-ended/2013/10/12/fa0d3f42-334a-11e3-9c68-1cf643210300_story.html",http://www.foxnews.com/politics/2013/10/13/sens-return-to-work-on-fiscal-crises-but-uncertain-about-how-when-theyll-end/,
1018,"http://www.nytimes.com/news/fiscal-crisis/2013/10/16/boehner-supports-deal-but-says-g-o-p-fight-will-continue/
http://www.politico.com/story/2013/10/government-shutdown-debt-ceiling-default-update-98390.html",http://www.foxnews.com/politics/2013/10/16/boehner-in-bind-speaker-left-with-diminishing-options-on-budget-impasse/,
1019,"http://www.washingtonpost.com/politics/government-reopens-thursday-after-congress-passes-budget-deal-raises-debt-limit/2013/10/17/dbe7889a-371b-11e3-80c6-7e6dd8d22d8f_story.html?hpid=z1
http://www.cnn.com/2013/10/17/politics/shutdown-over-main/index.html?hpt=hp_t1",http://www.theblaze.com/stories/2013/10/17/president-obama-signs-bill-to-end-partial-govt-shutdown-avert-default/,
1020,http://www.nytimes.com/2013/10/09/us/politics/supreme-court-weighs-campaign-contribution-limits.html,http://www.washingtontimes.com/news/2013/oct/8/supreme-court-skepticism-campaign-finance-limits/,"http://www.chicagotribune.com/news/nationworld/la-pn-supreme-court-campaign-finance-20131008,0,2159215.story"
1021,http://www.huffingtonpost.com/2013/10/18/obamacare-train-wreck_n_4118041.html,http://www.washingtontimes.com/news/2013/oct/18/obamacare-failures-ratchet-more-enroll-mars-trip/,http://online.wsj.com/news/articles/SB10001424052702304410204579142141827109638
1022,"http://politicalticker.blogs.cnn.com/2013/10/17/mcconnell-further-shutdowns-off-the-table/?hpt=po_c1
http://www.washingtonpost.com/blogs/post-politics/wp/2013/10/17/cruz-wont-rule-out-another-shutdown/",http://www.newsmax.com/Newsfront/mcconnell-no-shutdowns-obamacare/2013/10/17/id/531668,
1023,"http://www.nytimes.com/2013/10/19/us/politics/democrats-aim-to-restore-immigration-to-agenda.html?ref=politics
http://situationroom.blogs.cnn.com/2013/10/17/pres-obama-prepares-for-more-fights/?iref=allsearch",http://www.washingtontimes.com/news/2013/oct/18/immigration-back-on-the-front-burner-for-obama/,
1024,http://www.huffingtonpost.com/2013/10/21/obama-health-insurance-website_n_4124408.html,http://www.theblaze.com/stories/2013/10/21/obama-says-healthcare-gov-kinks-will-be-fixed-doesnt-say-when/,http://www.npr.org/blogs/thetwo-way/2013/10/21/239122565/obama-health-care-site-is-troubled-affordable-care-act-is-not
1025,http://www.washingtonpost.com/national/health-science/experts-working-to-fix-healthcaregov-insurance-marketplace-officials-say/2013/10/20/1e1a35ce-39b4-11e3-a94f-b58017bfee6c_story.html?hpid=z1,http://www.theblaze.com/stories/2013/10/20/best-and-brightest-gathering-for-tech-surge-to-fix-obamacare-website-woes-feds-say/,http://www.csmonitor.com/USA/DC-Decoder/2013/1020/Best-and-brightest-techies-drafted-to-fix-Obamacare-computer-glitches
1026,"http://politicalticker.blogs.cnn.com/2013/10/26/the-hidden-truth-behind-early-obamacare-numbers-its-not-what-it-seems/
http://www.huffingtonpost.com/2013/10/26/obama-health-care_n_4165939.html?utm_hp_ref=politics",http://www.foxnews.com/politics/2013/10/26/obamacare-repeal-keep/,
1027,"http://www.cnn.com/2013/10/22/justice/nevada-middle-school-shooting/index.html
http://www.washingtonpost.com/national/michael-landsberry-former-marine-and-sparks-math-teacher-died-protecting-his-students/2013/10/22/9ed236d2-3b2e-11e3-a94f-b58017bfee6c_story.html",http://latino.foxnews.com/latino/news/2013/10/22/superintendent-calls-teacher-in-fatal-nevada-school-shooting-hero/,
1028,"http://www.nytimes.com/2013/10/22/opinion/the-health-sites-chaotic-debut.html?hp=&_r=0
http://www.cnn.com/2013/10/21/opinion/carroll-obamacare-rollout-mess/index.html?hpt=op_t1",http://www.theblaze.com/stories/2013/10/22/jon-stewarts-scathing-obamacare-critique-is-as-ruthlessly-honest-as-it-is-funny/,
1029,"http://www.politico.com/blogs/politico-live/2013/10/pelosi-obamacare-problems-unacceptable-175497.html?hp=f3
http://www.huffingtonpost.com/2013/10/20/republicans-obamacare_n_4131852.html?utm_hp_ref=politics",http://townhall.com/news/politics-elections/2013/10/20/obama-frustrated-by-snags-in-healthcare-rollout-lew-n1728225,
1030,"http://politicalticker.blogs.cnn.com/2013/10/24/obama-puts-immigration-back-in-spotlight/
http://www.nytimes.com/2013/10/25/us/politics/obama-urges-house-republicans-to-act-on-immigration.html",http://www.washingtontimes.com/news/2013/oct/24/obama-lobbies-again-immigration-push/,
1031,http://www.nytimes.com/2013/10/27/world/middleeast/rice-offers-a-more-modest-strategy-for-mideast.html?ref=politics,http://www.washingtontimes.com/news/2013/oct/27/dick-cheney-military-action-against-iran-may-be-in/,http://online.wsj.com/news/articles/SB10001424052702304682504579157983219813894?mod=WSJ_Election_LEFTTopStories
1032,"http://www.huffingtonpost.com/2013/10/25/nsa-spying-eu_n_4162418.html
http://www.cnn.com/2013/10/24/world/europe/europe-us-surveillance/index.html?hpt=po_c2",http://www.foxnews.com/politics/2013/10/25/report-says-nsa-monitored-35-world-leaders-on-heels-merkel-spying-claim/,
1033,http://www.nytimes.com/2013/10/24/us/politics/contractors-assign-blame-but-admit-no-faults-of-their-own-in-health-site.html?ref=politics,http://www.foxnews.com/politics/2013/10/24/obamacare-site-fixer-no-amount-testing-could-have-prevented-disastrous-launch/,http://online.wsj.com/news/articles/SB10001424052702303615304579154141872757938
1034,"http://www.washingtonpost.com/politics/kathleen-sebelius-acknowledges-frustrating-problems-with-health-care-web-site/2013/10/30/8cf36c98-415e-11e3-a751-f032898f2dbc_story.html
http://www.politico.com/story/2013/10/kathleen-sebelius-testimony-obamacare-glitches-99084.html?hp=t1_3",http://www.washingtontimes.com/news/2013/oct/30/sebelius-hot-seat-set-sympathize-americans-while-p/,
1035,"http://www.nytimes.com/2013/10/23/us/politics/sebelius-thrust-into-firestorm-on-exchanges.html?hp=&_r=0
http://www.politico.com/story/2013/10/why-kathleen-sebelius-is-safe-obamacare-affordable-care-act-98715.html?hp=t1_3",http://www.foxnews.com/politics/2013/10/23/ryan-says-sebelius-silence-on-obamacare-implementation-inquiries-raises-serious/,
1036,"http://www.cnn.com/2013/10/31/opinion/kimberly-firing-sebelius/index.html?hpt=po_t1
http://www.huffingtonpost.com/2013/11/02/kathleen-sebelius-brian-kelsey_n_4203916.html?utm_hp_ref=politics",http://www.foxnews.com/politics/2013/11/02/deep-sleep-obamacare-site-goes-offline-for-extended-maintenance/,
1037,http://www.huffingtonpost.com/2013/10/27/nsa-angela-merkel_n_4168476.html,http://www.theblaze.com/stories/2013/10/28/report-obama-didnt-know-about-nsas-spying-operation-on-world-leaders/,http://online.wsj.com/news/articles/SB10001424052702304470504579162110180138036
1038,"http://www.washingtonpost.com/blogs/post-politics/wp/2013/11/04/obama-on-health-care-ive-got-one-more-campaign-in-me-to-make-sure-this-law-works/
http://politicalticker.blogs.cnn.com/2013/11/05/obama-further-refines-you-can-keep-your-plan-pledge/?hpt=hp_t1",http://www.foxnews.com/politics/2013/11/05/obama-tweaks-message-about-keeping-health-plans-under-obamacare/,
1039,http://www.nytimes.com/2013/10/30/us/politics/obama-official-points-finger-at-contractors-over-balky-insurance-website.html?ref=politics,http://www.foxnews.com/politics/2013/10/29/pols-push-keep-your-health-plan-act-as-files-show-govt-knew-millions-could-lose/,http://www.csmonitor.com/USA/Politics/2013/1029/Official-tells-Congress-Obamacare-is-working-Republicans-disagree
1040,"http://www.politico.com/story/2013/11/terry-mcauliffe-virginia-governor-2013-elections-99441.html?hp=t2_3
http://www.washingtonpost.com/politics/virginia-new-jersey-results-highlight-republican-partys-divisions-problems/2013/11/05/7a46d96e-37e9-11e3-80c6-7e6dd8d22d8f_story.html",http://www.washingtontimes.com/news/2013/nov/6/virginia-election-shows-obamacare-can-be-used-as-p/,
1041,"http://www.washingtonpost.com/blogs/fact-checker/wp/2013/11/07/the-white-house-effort-to-blame-insurance-companies-for-lost-plans/
http://www.politico.com/story/2013/11/barack-obama-health-insurance-companies-obamacare-affordable-care-act-health-care-99514.html?hp=t1",http://www.theblaze.com/blog/2013/11/07/classic-case-of-misdirection-post-fact-checker-evaluates-wh-claim-on-canceled-insurance-policies/,
1042,"http://www.washingtonpost.com/opinions/dana-milbank-what-did-president-obama-know-and-when-did-he-know-it/2013/10/28/584702d0-4013-11e3-a751-f032898f2dbc_story.html
http://www.cnn.com/2013/10/29/politics/obamacare-nsa/index.html?hpt=hp_t1",http://townhall.com/tipsheet/kevinglass/2013/10/28/obama-knew-if-you-like-it-you-can-keep-it-was-a-lie-n1732755,
1043,"http://www.cnn.com/2013/11/04/politics/senate-vote-lgbt-discrimination-bill/index.html?hpt=po_c2
http://www.nytimes.com/2013/11/05/us/politics/bill-on-workplace-bias-appears-set-to-clear-senate-hurdle.html?ref=politics",http://www.washingtontimes.com/news/2013/nov/4/white-house-pushes-enda-passage/,
1044,"http://www.latimes.com/world/la-fg-spying-phones-20131029,0,3235295.story#axzz2jAqsZg22
http://www.nytimes.com/2013/10/30/world/officials-say-white-house-knew-of-spying.html?_r=1&=",http://www.washingtontimes.com/news/2013/oct/29/clapper-contradicts-white-house-says-obama-was-awa/,
1045,"http://politicalticker.blogs.cnn.com/2013/11/01/supreme-court-to-review-church-state-dispute-over-public-prayers/
http://www.washingtonpost.com/politics/supreme-court-to-hear-new-case-on-religion-in-public-life/2013/11/01/d2ba8970-423d-11e3-a751-f032898f2dbc_story.html",http://www.foxnews.com/politics/2013/11/02/appeals-court-deals-blow-to-obamacare-contraceptive-mandate/,
1046,"http://www.washingtonpost.com/blogs/the-fix/wp/2013/11/07/why-the-gop-establishment-loves-chris-christie-in-1-paragraph/
http://www.cnn.com/2013/11/07/politics/will-christies-moment-last/index.html?hpt=po_c1",http://www.newsmax.com/Newsfront/rand-paul-chris-christie-gop-moderates/2013/11/06/id/535253,
1047,http://www.nytimes.com/2013/10/31/us/politics/obama-defends-health-law-in-Boston-speech.html?ref=politics,http://www.foxnews.com/politics/2013/10/31/obama-shop-around-if-lose-your-health-insurance-plans/,http://online.wsj.com/news/articles/SB10001424052702303843104579168141838969798
1048,"http://www.politico.com/story/2013/10/texas-abortion-limits-ruling-98951.html?hp=t3_3
http://www.huffingtonpost.com/2013/10/28/texas-abortion-unconstitutional_n_4171087.html?utm_hp_ref=politics",http://www.foxnews.com/politics/2013/10/28/fed-judge-texas-abortion-limits-unconstitutional/,
1049,"http://www.nytimes.com/2013/11/08/us/politics/obama-apologizes-to-americans-dropped-by-insurers.html?ref=politics&_r=0
http://www.cnn.com/2013/11/08/politics/obama-obamacare-apology/index.html?hpt=po_c1",http://www.washingtontimes.com/news/2013/nov/7/obama-i-am-sorry-health-insurance-cancellations/,
1050,"http://www.washingtonpost.com/national/health-science/for-consumers-whose-health-premiums-will-go-up-under-new-law-sticker-shock-leads-to-anger/2013/11/03/d858dd28-44a9-11e3-b6f8-3782ff6cb769_story.html
http://www.politico.com/story/2013/11/senate-democrats-obamacare-website-99283.html?hp=t2_3",http://www.washingtontimes.com/news/2013/nov/4/obamacare-enrollment-paper-and-phone-no-better-web/,
1051,http://www.huffingtonpost.com/2013/10/31/patricia-millett-senate-filibuster_n_4181873.html?utm_hp_ref=politics,http://www.washingtontimes.com/news/2013/oct/31/senate-gop-blocks-key-obama-judge/,http://online.wsj.com/news/articles/SB10001424052702303618904579169872013989560?mod=WSJ_Election_LEFTTopStories
1052,"http://politicalticker.blogs.cnn.com/2013/11/01/only-6-enrolled-in-obamacare-on-first-day-internal-notes-show/
http://www.huffingtonpost.com/2013/10/31/obamcare-enrollment-numbers_n_4185647.html?ref=topbar",http://www.foxnews.com/politics/2013/11/01/internal-notes-indicate-only-6-people-signed-up-for-obamacare-on-first-day/,
1053,http://www.nytimes.com/2013/11/11/us/health-website-tests-a-tycoon-and-tinkerer.html?ref=politics,http://www.theblaze.com/stories/2013/11/11/want-to-know-how-the-obamacare-site-should-work-three-programmers-made-a-functioning-version-in-days-at-no-cost-to-taxpayers/,http://online.wsj.com/news/articles/SB10001424052702304868404579189870660702520?mod=WSJ_Election_LEFTTopStories
1054,"http://www.bloomberg.com/news/2013-11-05/elections-today-pose-first-test-for-parties-after-u-s-shutdown.html
http://www.latimes.com/nation/la-na-elections-20131105,0,1588737.story
http://www.cnn.com/2013/11/05/politics/election-2013/index.html?hpt=po_c1",,
1055,"http://www.washingtonpost.com/world/national-security/kerry-iran-deal-unfinished-because-iranians-need-to-consult-with-leaders-in-tehran/2013/11/11/d9ac0828-4ab5-11e3-ac54-aa84301ced81_story.html
http://www.cnn.com/2013/11/11/world/meast/iran-nuclear-talks-tehran-reaction/index.html?hpt=po_c1",http://www.foxnews.com/politics/2013/11/11/kerry-says-allies-agreed-on-iran-nuclear-deal/,
1056,"http://politicalticker.blogs.cnn.com/2013/11/10/christie-wont-commit-to-serving-full-term-in-new-jersey/?iref=allsearch
http://www.huffingtonpost.com/2013/11/10/chris-christie-gun-control_n_4250341.html?utm_hp_ref=politics",http://www.newsmax.com/Newsfront/christie-jersey-presidency/2013/11/10/id/535812,
1057,"http://www.cnn.com/2013/11/08/politics/obamacare-nervous-democrats/index.html?hpt=po_c1
http://www.nytimes.com/2013/11/09/us/politics/a-white-house-in-crisis-mode-but-some-allies-prod-for-more.html?ref=politics&_r=0",http://www.washingtontimes.com/news/2013/nov/8/white-house-republicans-spar-over-obamacare-record/,
1058,http://www.washingtonpost.com/business/economy/about-40000-americans-are-said-to-have-signed-up-for-plans-on-healthcaregov/2013/11/11/622ec9dc-4b1b-11e3-9890-a1e0997fb0c0_story.html?hpid=z1,http://www.washingtontimes.com/news/2013/nov/12/obamacare-enrollment-well-short-expectations-repor/,http://online.wsj.com/news/articles/SB10001424052702303460004579192190709762378
1059,"http://money.cnn.com/2013/11/14/news/economy/obamacare-insurance/index.html?hpt=hp_t1
http://www.nytimes.com/2013/11/15/us/politics/obama-to-offer-health-care-fix-to-keep-plans-democrat-says.html?partner=rss&emc=rss&_r=0",http://townhall.com/tipsheet/katiepavlich/2013/11/14/obama-tries-to-regain-americas-trust-by-declaring-insurance-is-complicated-to-buy-n1746635,
1060,"http://www.washingtonpost.com/national/health-science/troubled-healthcaregov-unlikely-to-work-fully-by-end-of-november-as-white-house-vowed/2013/11/12/daf9670a-4bca-11e3-be6b-d3d28122e6d4_story.html
http://politicalticker.blogs.cnn.com/2013/11/13/will-obamacare-website-be-working-nov-30-depends-on-how-you-define-working/?hpt=po_c1",http://www.washingtontimes.com/news/2013/nov/13/healthcaregov-unlikely-be-running-end-month-deadli/,
1061,"http://www.latimes.com/nation/politics/politicsnow/la-obamacare-top-democrats-obama-healthcare-website-rollout-20131117,0,811097.story#axzz2kx4kv8wq
http://www.usatoday.com/story/news/politics/2013/11/17/democrats-defend-health-law/3618991/",http://www.foxnews.com/politics/2013/11/17/pelosi-fellow-democrats-jump-in-to-defend-president-over-obamacare/,
1062,"http://www.nytimes.com/2013/11/14/us/politics/democrats-threaten-to-abandon-obama-on-health-law-provision.html?ref=politics
http://www.politico.com/story/2013/11/barack-obama-democrats-obamacare-99886.html?hp=t1_s",http://www.washingtontimes.com/news/2013/nov/14/dnc-to-rnc-on-obamacare-bring-it-on/,
1063,"http://www.latimes.com/nation/politics/politicsnow/la-pn-clinton-obama-health-insurance-pledge-20131112,0,3562402.story
http://www.politico.com/story/2013/11/bill-clinton-barack-obama-obamacare-99734.html?hp=t1",http://www.foxnews.com/politics/2013/11/12/clinton-to-obama-keep-obamacare-promise-let-americans-keep-what-got/,
1064,"http://www.washingtonpost.com/politics/obamato-to-announce-change-to-address-health-insurance-cancellations/2013/11/14/3be49d24-4d37-11e3-9890-a1e0997fb0c0_story.html?tid=ts_carousel
http://www.cnn.com/2013/11/14/politics/obamacare-fix/index.html?hpt=po_c1",http://www.washingtontimes.com/news/2013/nov/15/inside-the-beltway-obamacare-fix-now-in-a-fix/,
1065,http://www.nytimes.com/2013/11/14/us/politics/democrats-threaten-to-abandon-obama-on-health-law-provision.html?hp=&_r=0,http://www.washingtontimes.com/news/2013/nov/14/sen-claire-mccaskill-obamacare-store-open-and-weve/,http://online.wsj.com/news/articles/SB10001424052702303559504579196343789547558?mod=U.S._newsreel_1
